# Q I dI dQ
1.628650569956944724e-02 8.616793093939025816e-01 8.610237239468887180e-03 1.954380683948333652e-03
1.666914864793458961e-02 8.601224608725696053e-01 8.485915994641199389e-03 2.000297837752150476e-03
1.706078159259693389e-02 8.224990536264292773e-01 8.354242758500366253e-03 2.047293791111631876e-03
1.746161574882588996e-02 8.285730122529693098e-01 8.215130711397596389e-03 2.095393889859106622e-03
1.787186729428334037e-02 8.078173419186566173e-01 8.068543287957318649e-03 2.144624075314000618e-03
1.829175748561246220e-02 7.863730441644161129e-01 7.914499613506535691e-03 2.195010898273495360e-03
1.872151277776576417e-02 7.908173320277311902e-01 7.753079436380878008e-03 2.246581533331891770e-03
1.916136494613662061e-02 7.642240394349223420e-01 7.584427360190163642e-03 2.299363793536394595e-03
1.961155121156028108e-02 7.319903789884717460e-01 7.408756180541992663e-03 2.353386145387233782e-03
2.007231436825163487e-02 7.231733943057054859e-01 7.226349140199919349e-03 2.408677724190196219e-03
2.054390291474892521e-02 7.078145816759171538e-01 7.037560935897409047e-03 2.465268349769871113e-03
2.102657118793380478e-02 6.829899323166898073e-01 6.842817339173660682e-03 2.523188542552056660e-03
2.152057950020015015e-02 6.687976420571626335e-01 6.642613332116524723e-03 2.582469540024018122e-03
2.202619427984564907e-02 6.433227646623237428e-01 6.437509705563736889e-03 2.643143313581477766e-03
2.254368821476173887e-02 6.269685153187811721e-01 6.228128120220007002e-03 2.705242585771408439e-03
2.307334039949949719e-02 6.101673903046674896e-01 6.015144687791982268e-03 2.768800847939939698e-03
2.361543648579076185e-02 5.760098626116116893e-01 5.799282186680814258e-03 2.833852378294891491e-03
2.417026883660567879e-02 5.592638859276033436e-01 5.581301081816770690e-03 2.900432260392681472e-03
2.473813668382973674e-02 5.337147063766649602e-01 5.361989567686942758e-03 2.968576402059568478e-03
2.531934628964534542e-02 5.148697230859874407e-01 5.142152894568155323e-03 3.038321554757441451e-03
2.591421111170500932e-02 4.864161403258000504e-01 4.922602268011661356e-03 3.109705333404601171e-03
2.652305197218508478e-02 4.676892449894827219e-01 4.704143629039632922e-03 3.182766236662209862e-03
2.714619723081149530e-02 4.478762201513134533e-01 4.487566626511268336e-03 3.257543667697379488e-03
2.778398296195050410e-02 4.312043963099306265e-01 4.273634083927199505e-03 3.334077955434060388e-03
2.843675313586009959e-02 4.109603439381673828e-01 4.063072241888803296e-03 3.412410376303211951e-03
2.910485980419993957e-02 3.805519356716813295e-01 3.856562026978264685e-03 3.492583176503992470e-03
2.978866328989960774e-02 3.625689516260275358e-01 3.654731561611944055e-03 3.574639594787952946e-03
3.048853238148780190e-02 3.480520983603144769e-01 3.458150092298340958e-03 3.658623885778536193e-03
3.120484453198715119e-02 3.202224682368037811e-01 3.267323481833058624e-03 3.744581343838458004e-03
3.193798606248200028e-02 3.068413294147546155e-01 3.082691391703397399e-03 3.832558327497839843e-03
3.268835237046886083e-02 2.901800461259449460e-01 2.904626282872261201e-03 3.922602284456263091e-03
3.345634814310199240e-02 2.767794074834223905e-01 2.733434395093587918e-03 4.014761777172239261e-03
3.424238757544909723e-02 2.587072195354876980e-01 2.569358934639807274e-03 4.109086509053891563e-03
3.504689459387466677e-02 2.404691506326278594e-01 2.412585810873834301e-03 4.205627351264959804e-03
3.587030308467186596e-02 2.254910603595644547e-01 2.263252406388228510e-03 4.304436370160623533e-03
3.671305712806578747e-02 2.116152222727944732e-01 2.121460018117100194e-03 4.405566855367894219e-03
3.757561123771450962e-02 2.017567672771833909e-01 1.987290714464432992e-03 4.509073348525740980e-03
3.845843060583725020e-02 1.852864511963437655e-01 1.860829325615783727e-03 4.615011672700469574e-03
3.936199135410155259e-02 1.736900298076262394e-01 1.742190990442092288e-03 4.723438962492185721e-03
4.028678079040492327e-02 1.637306645429479346e-01 1.631553964523709595e-03 4.834413694848590203e-03
4.123329767168954635e-02 1.527349278757448303e-01 1.529196095688455884e-03 4.947995720602745180e-03
4.220205247293152412e-02 1.432699333808582498e-01 1.435531410869722233e-03 5.064246296751782547e-03
4.319356766245003448e-02 1.336088092620316692e-01 1.351140707298063241e-03 5.183228119494003895e-03
4.420837798368464078e-02 1.276640139858034595e-01 1.276787244492328874e-03 5.305005358042156477e-03
4.524703074359279209e-02 1.208023836615410573e-01 1.213406279027569486e-03 5.429643689231134461e-03
4.631008610782320900e-02 1.175607360909228516e-01 1.162056299624340816e-03 5.557210332938784976e-03
4.739811740282406233e-02 1.131161168349715807e-01 1.123821618567978197e-03 5.687774088338887028e-03
4.851171142504904360e-02 1.099396010336251839e-01 1.099661508355248346e-03 5.821405371005884850e-03
4.965146875742822846e-02 1.097497484814562579e-01 1.090210723226888410e-03 5.958176250891387450e-03
5.081800409327404122e-02 1.091825761921191296e-01 1.095549200076287701e-03 6.098160491192885016e-03
5.201194656779736109e-02 1.126703590023769574e-01 1.114972668687254755e-03 6.241433588135682740e-03
5.323394009741238414e-02 1.146745227696183839e-01 1.146807150244047793e-03 6.388072811689485438e-03
5.448464372701327524e-02 1.195247083918046793e-01 1.188314665845366901e-03 6.538157247241592820e-03
5.576473198540990439e-02 1.219779483796724906e-01 1.235731457714701539e-03 6.691767838249188319e-03
5.707489524911435463e-02 1.288915386313541633e-01 1.284462411397882661e-03 6.848987429893722140e-03
5.841584011467446796e-02 1.306984717247941241e-01 1.329428178494720210e-03 7.009900813760935705e-03
5.978828977975496339e-02 1.337737060392425736e-01 1.365530089557044288e-03 7.174594773570595017e-03
6.119298443317221226e-02 1.383943224807095695e-01 1.388169881118455620e-03 7.343158131980664916e-03
6.263068165409235721e-02 1.381201522410972493e-01 1.393744211348202323e-03 7.515681798491082900e-03
6.410215682060856068e-02 1.382297233539629688e-01 1.380033250410572830e-03 7.692258818473026762e-03
6.560820352791733867e-02 1.376643285667228100e-01 1.346419445934320678e-03 7.872984423350080224e-03
6.714963401632013940e-02 1.283141557279086076e-01 1.293903250559030015e-03 8.057956081958417283e-03
6.872727960928021185e-02 1.217276955802678445e-01 1.224919764109926252e-03 8.247273553113625491e-03
7.034199116177151934e-02 1.145342728752676703e-01 1.142994971976915011e-03 8.441038939412582112e-03
7.118059353725443572e-02 1.226724562094559379e-01 1.229287895935493244e-03 3.203126709176449486e-03
7.199463951916143523e-02 1.057492767478318552e-01 1.052304765120110931e-03 8.639356742299372088e-03
7.239747459813308805e-02 1.069792579154134476e-01 1.076597239501999497e-03 3.257886356915988720e-03
7.363515907526238524e-02 9.117640956822463394e-02 9.281082629353802540e-04 3.313582158386807388e-03
7.368611598687459241e-02 9.555210866880198273e-02 9.572096625962757963e-04 8.842333918424951505e-03
7.489400261730980168e-02 7.966395475125126469e-02 7.908275446626147290e-04 3.370230117778940781e-03
7.541733281109114229e-02 8.600579694148062504e-02 8.618327444316446762e-04 9.050079937330935895e-03
7.617436695300057459e-02 6.695295439262821668e-02 6.696865446943931714e-04 3.427846512885025700e-03
7.718922367073907664e-02 7.751381533536177981e-02 7.697310776788737026e-04 9.262706840488688087e-03
7.747661999506055830e-02 5.677526672506741368e-02 5.673473438446863942e-04 3.486447899777725141e-03
7.880113594593610160e-02 4.807173917438116451e-02 4.843612973518761334e-04 3.546051117567124589e-03
7.900274418104526186e-02 6.872420095172197818e-02 6.836874661671731024e-04 9.480329301725430244e-03
8.014829540532086849e-02 4.214979789324944243e-02 4.195897511945037334e-04 3.606673293239439151e-03
8.085887240891743988e-02 5.993654481526949213e-02 6.056256541727164742e-04 9.703064689070091745e-03
8.151848547952128543e-02 3.687613695011199982e-02 3.707608730624820451e-04 3.668331846578457879e-03
8.291209989269168745e-02 3.345581752820317445e-02 3.350369538387170851e-04 3.731044495171125658e-03
8.432953909997072117e-02 3.060651738822700238e-02 3.094951877012515318e-04 3.794829259498682522e-03
8.577121040255221429e-02 2.879236446728581159e-02 2.914681974673881122e-04 3.859704468114849660e-03
8.723752806472340193e-02 2.824563242494788906e-02 2.787337462764853538e-04 3.925688762912552671e-03
8.872891343290345567e-02 2.682083266297180524e-02 2.695753559419761768e-04 3.992801104480655713e-03
9.024579505671752322e-02 2.635187116927909315e-02 2.627523148046356956e-04 4.061060777552288198e-03
9.178860881214062628e-02 2.573329649199863900e-02 2.574199482396744942e-04 4.130487396546328287e-03
9.335779802674636085e-02 2.519174798180037061e-02 2.530337259614530627e-04 4.201100911203585822e-03
9.495381360709721774e-02 2.479932129847282202e-02 2.492593532139701640e-04 4.272921612319374729e-03
9.657711416831274431e-02 2.474492600552665941e-02 2.458998876706694437e-04 4.345970137574073008e-03
9.822816616585230975e-02 2.421095559799181160e-02 2.428426191772157963e-04 4.420267477463353870e-03
9.990744402955127612e-02 2.396600797231398725e-02 2.400235801894501288e-04 4.495834981329807113e-03
1.016154302999484893e-01 2.374583228258372522e-02 2.374055676118475196e-04 4.572694363497682019e-03
1.033526157669441281e-01 2.377437121873072351e-02 2.361459498434931618e-04 4.650867709512485591e-03
1.051194996108283097e-01 2.342941986790721826e-02 2.361459498434931618e-04 4.730377482487274111e-03
1.069165895457206000e-01 2.314620058764714147e-02 2.361459498434931618e-04 4.811246529557426481e-03
1.087444019654615346e-01 2.272380943326787403e-02 2.361459498434931618e-04 4.893498088445768536e-03
1.106034620919984779e-01 2.234457490935796986e-02 2.361459498434931618e-04 4.977155794139931366e-03
1.124943041263083143e-01 2.272130726182884294e-02 2.361459498434931618e-04 5.062243685683874388e-03
1.144174714018998396e-01 2.256280192124728717e-02 2.361459498434931618e-04 5.148786213085492641e-03
1.163735165409407468e-01 2.214945535073165397e-02 2.361459498434931618e-04 5.236808244342333607e-03
1.183630016130538948e-01 2.216866525892003184e-02 2.361459498434931618e-04 5.326335072587425404e-03
1.203864982968275571e-01 2.209252490188165149e-02 2.361459498434931618e-04 5.417392423357239931e-03
1.224445880440875878e-01 2.198022705255218978e-02 2.361459498434931618e-04 5.510006461983941138e-03
1.245378622469776875e-01 2.188558628899094430e-02 2.361459498434931618e-04 5.604203801113995763e-03
1.266669224078956213e-01 2.145204775577251241e-02 2.361459498434931618e-04 5.700011508355302785e-03
1.288323803123352929e-01 2.181611160684185369e-02 2.361459498434931618e-04 5.797457114055088075e-03
1.310348582046830523e-01 2.106931646873566946e-02 2.361459498434931618e-04 5.896568619210736974e-03
1.332749889670198917e-01 2.147871332426061486e-02 2.361459498434931618e-04 5.997374503515894538e-03
1.355534163009799176e-01 2.130917293597373377e-02 2.361459498434931618e-04 6.099903733544096394e-03
1.378707949127180865e-01 2.132155446185253836e-02 2.361459498434931618e-04 6.204185771072313720e-03
1.402277907010401059e-01 2.148674810810929231e-02 2.361459498434931618e-04 6.310250581546804523e-03
1.426250809487484561e-01 2.132607385963587385e-02 2.361459498434931618e-04 6.418128642693679900e-03
1.450633545172595185e-01 2.064201592864394960e-02 2.361459498434931618e-04 6.527850953276678053e-03
1.475433120445480140e-01 2.045471672441172631e-02 2.361459498434931618e-04 6.639449042004660559e-03
1.500656661464754293e-01 2.099129801551843574e-02 2.361459498434931618e-04 6.752954976591393939e-03
1.526311416215599126e-01 2.050721150342698848e-02 2.361459498434931618e-04 6.868401372970196067e-03
1.552404756592475343e-01 2.069585330120777417e-02 2.361459498434931618e-04 6.985821404666138837e-03
1.578944180517433127e-01 2.085211150291171531e-02 2.361459498434931618e-04 7.105248812328449071e-03
1.605937314094643409e-01 2.022361194366727871e-02 2.361459498434931618e-04 7.226717913425895375e-03
1.633391913801757467e-01 2.007425121519147357e-02 2.361459498434931618e-04 7.350263612107908739e-03
1.661315868718730715e-01 2.059704526452031323e-02 2.361459498434931618e-04 7.475921409234287905e-03
1.689717202794751016e-01 2.051199623771805813e-02 2.361459498434931618e-04 7.603727412576379539e-03
1.718604077153920995e-01 2.041141741943022087e-02 2.361459498434931618e-04 7.733718347192644095e-03
1.747984792440354374e-01 2.044861008626421353e-02 2.361459498434931618e-04 7.865931565981594542e-03
1.777867791203371073e-01 2.020831234882086019e-02 2.361459498434931618e-04 8.000405060415169758e-03
1.808261660323459974e-01 2.002795693812944172e-02 2.361459498434931618e-04 8.137177471455569674e-03
1.839175133479720448e-01 2.032156403963976399e-02 2.361459498434931618e-04 8.276288100658741459e-03
1.870617093659485697e-01 2.010861156742489025e-02 2.361459498434931618e-04 8.417776921467685219e-03
1.902596575710850668e-01 1.992862941170439606e-02 2.361459498434931618e-04 8.561684590698828354e-03
1.935122768938831173e-01 2.041619815318541573e-02 2.361459498434931618e-04 8.708052460224739375e-03
1.968205019745917495e-01 2.026364426689214113e-02 2.361459498434931618e-04 8.856922588856628101e-03
2.001852834317758567e-01 2.035672441612422848e-02 2.361459498434931618e-04 9.008337754429912581e-03
2.036075881354765249e-01 2.001082876946108299e-02 2.361459498434931618e-04 9.162341466096443621e-03
2.070883994850414300e-01 2.007383787591254798e-02 2.361459498434931618e-04 9.318977976826863310e-03
2.106287176917044368e-01 1.997910161636062137e-02 2.361459498434931618e-04 9.478292296126698824e-03
2.142295600659962773e-01 1.999236194736998470e-02 2.361459498434931618e-04 9.640330202969832687e-03
2.178919613100689934e-01 2.023547132317510266e-02 2.361459498434931618e-04 9.805138258953105188e-03
2.216169738150174928e-01 1.999283137888377762e-02 2.361459498434931618e-04 9.972763821675787246e-03
2.254056679632840121e-01 2.025097254135777361e-02 2.361459498434931618e-04 1.014325505834778006e-02
2.292591324362328320e-01 2.023699251802742183e-02 2.361459498434931618e-04 1.031666095963047758e-02
2.331784745269827874e-01 2.062552949714718115e-02 2.361459498434931618e-04 1.049303135371422446e-02
2.371648204585877218e-01 1.980955014489949387e-02 2.361459498434931618e-04 1.067241692063644783e-02
2.412193157076571448e-01 2.033986155275924190e-02 2.361459498434931618e-04 1.085486920684457061e-02
2.453431253335087436e-01 2.010133182612432873e-02 2.361459498434931618e-04 1.104044064000789249e-02
2.495374343129480033e-01 2.011193420894650044e-02 2.361459498434931618e-04 1.122918454408266056e-02
2.538034478807717487e-01 1.976612404422573022e-02 2.361459498434931618e-04 1.142115515463472744e-02
2.581423918760922254e-01 1.999352886587635325e-02 2.361459498434931618e-04 1.161640763442414910e-02
2.625555130945816384e-01 2.027181610192239566e-02 2.361459498434931618e-04 1.181499808925617380e-02
2.670440796467395961e-01 2.007133343311360424e-02 2.361459498434931618e-04 1.201698358410328155e-02
2.716093813222842379e-01 2.010480900175375119e-02 2.361459498434931618e-04 1.222242215950278960e-02
2.762527299607733244e-01 2.001221179476199430e-02 2.361459498434931618e-04 1.243137284823479967e-02
2.809754598285616467e-01 2.034902030951704285e-02 2.361459498434931618e-04 1.264389569228527299e-02
2.857789280022021705e-01 2.006710697402761673e-02 2.361459498434931618e-04 1.286005176009909733e-02
2.906645147584024369e-01 1.954863770415566498e-02 2.361459498434931618e-04 1.307990316412810904e-02
2.956336239706466862e-01 1.990116314269074760e-02 2.361459498434931618e-04 1.330351307867910088e-02
3.006876835125991687e-01 1.959624640230061762e-02 2.361459498434931618e-04 1.353094575806696245e-02
3.058281456684035504e-01 1.929015662341690418e-02 2.361459498434931618e-04 1.376226655507815921e-02
3.110564875499972071e-01 1.992979663830128992e-02 2.361459498434931618e-04 1.399754193974987390e-02
3.163742115215585904e-01 2.036710254343452112e-02 2.361459498434931618e-04 1.423683951847013601e-02
3.217828456312124552e-01 2.006070463149819266e-02 2.361459498434931618e-04 1.448022805340455979e-02
3.272839440501140174e-01 1.977024632024645609e-02 2.361459498434931618e-04 1.472777748225513085e-02
3.328790875190400511e-01 1.982271645664437226e-02 2.361459498434931618e-04 1.497955893835680244e-02
3.385698838026152679e-01 2.030971875214199196e-02 2.361459498434931618e-04 1.523564477111768664e-02
3.443579681513030954e-01 2.007796162402859796e-02 2.361459498434931618e-04 1.549610856680863798e-02
3.502450037712948605e-01 2.005021374993086816e-02 2.361459498434931618e-04 1.576102516970826969e-02
3.562326823024325462e-01 2.002451624413190481e-02 2.361459498434931618e-04 1.603047070360946388e-02
3.623227243043014578e-01 2.004458512661387928e-02 2.361459498434931618e-04 1.630452259369356491e-02
3.685168797506324645e-01 2.022419283102907042e-02 2.361459498434931618e-04 1.658325958877845951e-02
3.748169285321579225e-01 2.016306804732207955e-02 2.361459498434931618e-04 1.686676178394710610e-02
3.812246809680627790e-01 2.008219423615046836e-02 2.361459498434931618e-04 1.715511064356282575e-02
3.877419783261796260e-01 1.978374909757780326e-02 2.361459498434931618e-04 1.744838902467808414e-02
3.943706933520777502e-01 2.014955746330715503e-02 2.361459498434931618e-04 1.774668120084349834e-02
4.011127308071961162e-01 1.986619783407725381e-02 2.361459498434931618e-04 1.805007288632382370e-02
4.079700280161767112e-01 2.028507692547498395e-02 2.361459498434931618e-04 1.835865126072794978e-02
4.149445554235548506e-01 1.972567211606406426e-02 2.361459498434931618e-04 1.867250499405996925e-02
4.220383171599662031e-01 1.999244479329808852e-02 2.361459498434931618e-04 1.899172427219847706e-02
4.292533516180347952e-01 2.002238144216348173e-02 2.361459498434931618e-04 1.931640082281156634e-02
4.365917320381037525e-01 1.971053907338338185e-02 2.361459498434931618e-04 1.964662794171466789e-02
4.440555671039816965e-01 2.042926556670304414e-02 2.361459498434931618e-04 1.998250051967917496e-02
4.516470015488737166e-01 2.036682545082015017e-02 2.361459498434931618e-04 2.032411506969931600e-02
4.593682167716691134e-01 1.991185434506670751e-02 2.361459498434931618e-04 2.067156975472510955e-02
4.672214314637672117e-01 2.020297926982231318e-02 2.361459498434931618e-04 2.102496441586952300e-02
4.752089022466191581e-01 2.010961443477240693e-02 2.361459498434931618e-04 2.138440060109786031e-02
4.833329243201663905e-01 1.940249728412464514e-02 2.361459498434931618e-04 2.174998159440748660e-02
4.915958321223676264e-01 2.007833001530451300e-02 2.361459498434931618e-04 2.212181244550654249e-02
5.000000000000000000e-01 2.000426557015219653e-02 2.361459498434931618e-04 2.249999999999999917e-02
