# Q I dI dQ
3.087950000000000070e-02 1.712330000000000041e+01 3.454490000000000061e-01 2.966710000000000007e-03
3.137120000000000186e-02 1.642970000000000041e+01 3.414490000000000025e-01 2.972359999999999846e-03
3.185980000000000062e-02 1.505489999999999995e+01 3.245839999999999836e-01 2.977630000000000207e-03
3.234429999999999944e-02 1.462920000000000087e+01 3.234609999999999985e-01 2.982559999999999985e-03
3.283559999999999951e-02 1.367050000000000054e+01 3.035200000000000120e-01 2.987280000000000144e-03
3.333429999999999727e-02 1.299760000000000026e+01 2.945309999999999873e-01 2.991800000000000188e-03
3.382809999999999984e-02 1.260379999999999967e+01 2.933470000000000244e-01 3.001199999999999875e-03
3.431560000000000166e-02 1.191200000000000081e+01 2.845969999999999889e-01 3.011949999999999784e-03
3.480239999999999723e-02 1.138059999999999938e+01 2.748180000000000067e-01 3.022009999999999887e-03
3.529510000000000286e-02 1.058159999999999989e+01 2.613940000000000152e-01 3.031579999999999865e-03
3.578939999999999899e-02 1.029780000000000051e+01 2.628059999999999841e-01 3.040619999999999955e-03
3.627890000000000281e-02 9.875320000000000320e+00 2.548619999999999775e-01 3.049050000000000198e-03
3.677119999999999694e-02 9.586499999999999133e+00 2.505780000000000229e-01 3.057049999999999958e-03
3.726410000000000139e-02 9.738670000000000826e+00 2.483309999999999962e-01 3.064630000000000045e-03
3.775209999999999677e-02 9.339880000000000848e+00 2.441399999999999959e-01 3.071739999999999887e-03
3.824059999999999959e-02 9.016650000000000276e+00 2.400650000000000006e-01 3.078490000000000133e-03
3.873159999999999797e-02 8.854480000000000572e+00 2.364590000000000025e-01 3.084939999999999991e-03
3.922620000000000273e-02 8.418839999999999435e+00 2.286980000000000124e-01 3.091120000000000152e-03
3.971920000000000311e-02 8.202149999999999608e+00 2.258910000000000085e-01 3.096980000000000045e-03
4.020449999999999718e-02 7.867840000000000167e+00 2.213380000000000070e-01 3.102919999999999897e-03
4.069409999999999694e-02 7.717439999999999856e+00 2.166069999999999940e-01 3.115140000000000183e-03
4.118770000000000070e-02 7.555399999999999672e+00 2.154139999999999944e-01 3.126799999999999892e-03
4.167860000000000315e-02 7.382520000000000415e+00 2.150920000000000054e-01 3.137780000000000170e-03
4.216840000000000171e-02 7.130169999999999675e+00 2.096550000000000080e-01 3.148170000000000048e-03
4.265769999999999978e-02 6.674070000000000391e+00 2.005139999999999978e-01 3.158049999999999920e-03
4.314939999999999748e-02 6.546249999999999680e+00 2.011390000000000122e-01 3.167479999999999862e-03
4.364189999999999736e-02 6.197759999999999714e+00 1.982460000000000055e-01 3.176480000000000189e-03
4.413079999999999781e-02 6.089439999999999742e+00 1.944400000000000017e-01 3.184999999999999897e-03
4.462270000000000125e-02 6.005519999999999747e+00 1.898900000000000032e-01 3.193189999999999831e-03
4.511690000000000145e-02 5.879139999999999588e+00 1.877399999999999902e-01 3.201049999999999989e-03
4.560770000000000102e-02 5.715889999999999915e+00 1.860340000000000049e-01 3.208509999999999921e-03
4.609599999999999809e-02 5.516949999999999577e+00 1.844610000000000138e-01 3.215620000000000197e-03
4.658160000000000078e-02 5.390200000000000102e+00 1.810799999999999910e-01 3.222399999999999830e-03
4.707139999999999935e-02 5.190319999999999823e+00 1.775599999999999956e-01 3.231809999999999891e-03
4.756459999999999855e-02 4.945470000000000255e+00 1.745919999999999972e-01 3.244739999999999864e-03
4.805700000000000249e-02 5.037869999999999848e+00 1.722849999999999937e-01 3.257059999999999990e-03
4.855090000000000100e-02 4.922970000000000290e+00 1.714910000000000045e-01 3.268849999999999794e-03
4.904229999999999701e-02 4.694469999999999921e+00 1.709459999999999869e-01 3.280060000000000007e-03
4.953140000000000320e-02 4.674750000000000405e+00 1.691459999999999908e-01 3.290729999999999957e-03
5.002100000000000296e-02 4.726270000000000415e+00 1.694630000000000025e-01 3.300959999999999919e-03
5.050940000000000291e-02 4.464710000000000178e+00 1.639829999999999899e-01 3.310749999999999891e-03
5.100190000000000279e-02 4.320800000000000196e+00 1.610219999999999985e-01 3.320210000000000088e-03
5.149480000000000030e-02 4.360149999999999970e+00 1.616859999999999964e-01 3.329309999999999822e-03
5.198350000000000193e-02 4.256429999999999936e+00 1.608179999999999887e-01 3.337979999999999940e-03
5.247290000000000287e-02 4.054420000000000357e+00 1.571339999999999959e-01 3.346319999999999850e-03
5.296349999999999669e-02 3.814550000000000107e+00 1.534260000000000068e-01 3.354370000000000181e-03
5.345629999999999826e-02 3.921720000000000095e+00 1.529169999999999974e-01 3.362159999999999888e-03
5.394979999999999914e-02 3.867290000000000116e+00 1.545259999999999967e-01 3.374859999999999926e-03
5.443980000000000347e-02 3.829200000000000159e+00 1.541349999999999942e-01 3.388250000000000203e-03
5.493119999999999947e-02 3.744470000000000187e+00 1.507429999999999881e-01 3.401139999999999979e-03
5.542009999999999992e-02 3.594910000000000050e+00 1.498990000000000045e-01 3.413439999999999790e-03
5.590830000000000105e-02 3.512420000000000098e+00 1.464570000000000038e-01 3.425249999999999909e-03
5.639919999999999656e-02 3.479560000000000208e+00 1.461619999999999864e-01 3.436670000000000176e-03
5.688780000000000225e-02 3.519969999999999821e+00 1.460200000000000109e-01 3.447609999999999824e-03
5.737980000000000164e-02 3.459389999999999965e+00 1.422960000000000058e-01 3.458220000000000131e-03
5.787609999999999977e-02 3.404929999999999790e+00 1.421679999999999888e-01 3.468530000000000051e-03
5.836940000000000184e-02 3.406670000000000087e+00 1.412249999999999894e-01 3.478409999999999922e-03
5.885930000000000328e-02 3.288269999999999804e+00 1.417559999999999931e-01 3.487880000000000060e-03
5.889679999999999915e-02 3.318662267675537070e+00 6.533496306491261285e-02 5.255819999999999589e-03
5.934690000000000104e-02 3.230560000000000098e+00 1.391729999999999912e-01 3.496990000000000168e-03
5.983739999999999892e-02 3.224639999999999951e+00 1.384579999999999977e-01 3.505830000000000144e-03
6.032880000000000187e-02 3.256359999999999921e+00 1.399380000000000068e-01 3.515449999999999825e-03
6.081770000000000231e-02 3.137420000000000098e+00 1.377329999999999943e-01 3.529819999999999919e-03
6.131110000000000032e-02 2.959490000000000176e+00 1.323529999999999984e-01 3.543779999999999847e-03
6.169279999999999903e-02 3.039532241055007855e+00 5.525244090812132108e-02 5.309580000000000376e-03
6.180469999999999714e-02 3.099169999999999980e+00 1.342830000000000135e-01 3.557230000000000201e-03
6.228650000000000159e-02 3.102619999999999933e+00 1.376370000000000093e-01 3.569899999999999983e-03
6.277699999999999947e-02 3.144190000000000040e+00 1.424890000000000045e-01 3.582350000000000204e-03
6.326479999999999604e-02 2.943659999999999943e+00 1.463500000000000079e-01 3.594299999999999926e-03
6.375899999999999623e-02 2.963849999999999874e+00 1.528509999999999869e-01 3.605999999999999830e-03
6.424960000000000393e-02 2.916980000000000128e+00 1.539159999999999973e-01 3.617229999999999925e-03
6.451010000000000078e-02 2.874805817810617281e+00 5.012837265190916297e-02 5.354079999999999777e-03
6.473779999999999812e-02 2.934369999999999923e+00 1.622659999999999936e-01 3.628029999999999970e-03
6.522899999999999532e-02 2.864920000000000133e+00 1.639809999999999879e-01 3.638549999999999944e-03
6.572260000000000602e-02 2.822839999999999794e+00 1.690720000000000001e-01 3.648789999999999846e-03
6.621000000000000496e-02 2.572820000000000107e+00 1.713280000000000081e-01 3.658579999999999818e-03
6.670109999999999928e-02 2.685659999999999936e+00 1.735359999999999958e-01 3.668149999999999796e-03
6.719540000000000235e-02 2.531719999999999970e+00 1.720409999999999995e-01 3.680660000000000095e-03
6.732009999999999383e-02 2.649320874939412374e+00 4.482502186734005356e-02 5.391169999999999816e-03
7.011620000000000352e-02 2.611419131743637490e+00 4.343535779528438084e-02 5.444870000000000092e-03
7.289769999999999583e-02 2.516939134885519902e+00 4.134233155020893696e-02 5.498280000000000355e-03
7.569760000000000377e-02 2.412013461500428058e+00 3.923833085988070318e-02 5.543949999999999746e-03
7.853499999999999370e-02 2.320087517355687190e+00 3.765801074347881888e-02 5.591419999999999724e-03
8.132240000000000302e-02 2.256814852089142232e+00 3.698807074463800193e-02 5.654099999999999578e-03
8.411380000000000245e-02 2.157865262982615384e+00 3.497016956570211249e-02 5.708089999999999865e-03
8.693059999999999676e-02 2.129421496241064027e+00 3.506365188571906183e-02 5.755399999999999926e-03
8.969009999999999483e-02 2.075357388218451504e+00 3.414030196922289428e-02 5.818659999999999805e-03
9.246010000000000340e-02 2.094073805758665419e+00 3.393478053994335164e-02 5.880550000000000013e-03
9.525210000000000621e-02 2.004532309264304146e+00 3.241910988284882333e-02 5.935270000000000302e-03
9.806209999999999927e-02 1.982074603569729643e+00 3.140048182802159665e-02 5.992189999999999669e-03
1.008570000000000022e-01 2.010318834943048749e+00 3.198721557830944834e-02 6.062650000000000157e-03
1.036509999999999931e-01 1.974262793903424740e+00 3.085335584832792077e-02 6.124830000000000378e-03
1.064760000000000012e-01 1.949969362821110552e+00 3.049908080203100891e-02 6.180760000000000420e-03
1.092749999999999971e-01 1.943683998721784878e+00 3.024407460142979759e-02 6.253169999999999736e-03
1.120529999999999998e-01 1.940192129777714936e+00 2.962012750496657854e-02 6.322079999999999887e-03
1.148269999999999985e-01 1.917993820061842714e+00 2.954340615588116337e-02 6.383699999999999965e-03
1.176240000000000063e-01 1.930155500755617259e+00 2.908696900104917535e-02 6.448950000000000168e-03
1.204100000000000031e-01 1.897860701407177331e+00 2.868690058774289384e-02 6.524979999999999669e-03
1.232110000000000011e-01 1.886247742976042252e+00 2.795859649369404620e-02 6.593759999999999726e-03
1.260120000000000129e-01 1.891944477739081920e+00 2.810625266618614268e-02 6.655949999999999887e-03
1.287889999999999868e-01 1.870484448885670004e+00 2.724705337057673968e-02 6.734470000000000213e-03
1.315910000000000135e-01 1.913354622750435663e+00 2.755982506028127610e-02 6.809499999999999581e-03
1.343860000000000054e-01 1.891515476697381848e+00 2.697189409778403407e-02 6.877470000000000111e-03
1.371829999999999994e-01 1.872659384399404825e+00 2.652643138820484289e-02 6.949849999999999604e-03
1.400029999999999886e-01 1.885479531808346820e+00 2.631223017040719078e-02 7.031289999999999936e-03
1.428210000000000035e-01 1.863720199902586083e+00 2.585270021736760238e-02 7.105430000000000253e-03
1.456119999999999914e-01 1.875472833091483826e+00 2.597102469072951059e-02 7.172630000000000151e-03
1.483849999999999891e-01 1.888662120931656085e+00 2.596583677115546496e-02 7.256989999999999622e-03
1.511850000000000138e-01 1.920278500028105517e+00 2.568289561900169438e-02 7.348979999999999749e-03
1.539999999999999980e-01 1.874714598692200251e+00 2.488744787354258900e-02 7.485819999999999801e-03
1.567939999999999889e-01 1.863670316060527909e+00 2.491588166351572931e-02 7.621600000000000076e-03
1.596059999999999979e-01 1.838718418263046273e+00 2.427706918211918960e-02 7.758290000000000151e-03
1.624069999999999958e-01 1.815871618600418236e+00 2.422987906753218748e-02 7.704410000000000078e-03
1.651980000000000115e-01 1.838159719231995171e+00 2.416512984054072083e-02 7.836849999999999372e-03
1.679859999999999964e-01 1.859110932896413937e+00 2.448618224802691368e-02 7.685499999999999624e-03
1.707490000000000119e-01 1.839795909251502160e+00 2.388159008228225161e-02 7.811870000000000272e-03
1.735530000000000128e-01 1.889380448257293565e+00 2.401468017289337328e-02 7.940189999999999748e-03
1.763639999999999930e-01 1.848904698811318470e+00 2.339731774358182539e-02 8.068769999999999415e-03
1.791560000000000097e-01 1.848944605884965009e+00 2.341038731020106053e-02 8.196530000000000482e-03
1.819769999999999999e-01 1.834208918940990252e+00 2.274074661441258596e-02 8.325549999999999271e-03
1.847840000000000038e-01 1.860248284495339410e+00 2.305142318275068408e-02 8.453989999999999769e-03
1.875539999999999985e-01 1.872589547020523382e+00 2.303655779781735996e-02 8.580720000000000014e-03
1.903449999999999864e-01 1.864697923206925623e+00 2.256565432878851821e-02 8.708419999999999703e-03
1.931400000000000061e-01 1.850062003947067435e+00 2.252544795208965417e-02 8.836309999999999998e-03
1.959259999999999891e-01 1.860258261263751267e+00 2.213276234740797418e-02 8.670169999999999613e-03
1.987200000000000077e-01 1.875732229070186330e+00 2.209345387986615811e-02 8.793810000000000862e-03
2.015109999999999957e-01 1.859440166253997662e+00 2.170755247770438795e-02 8.710219999999999421e-03
2.043089999999999906e-01 1.867780744646118762e+00 2.189302060247655390e-02 8.831169999999999298e-03
2.071050000000000113e-01 1.868948026550279140e+00 2.175504189534373939e-02 8.952009999999999829e-03
2.099159999999999915e-01 1.847817231054450948e+00 2.122427781584512729e-02 9.073509999999999909e-03
2.127330000000000054e-01 1.844904014678255599e+00 2.114855414360086727e-02 9.195300000000000001e-03
2.155269999999999964e-01 1.849523258452839602e+00 2.119923612713194017e-02 9.316049999999999331e-03
2.183219999999999883e-01 1.850900052493644088e+00 2.093285641054147203e-02 9.436860000000000040e-03
2.211150000000000060e-01 1.861265914873325489e+00 2.122178362374221861e-02 9.557609999999999370e-03
2.238950000000000107e-01 1.842729079164520778e+00 2.080315842119030700e-02 9.677760000000000529e-03
2.266759999999999886e-01 1.864707899975337480e+00 2.060671585116535115e-02 9.797949999999999715e-03
2.294819999999999915e-01 1.849194025095255656e+00 2.029294648461964917e-02 9.919249999999999248e-03
2.323139999999999927e-01 1.840594050724432496e+00 2.034213195288897547e-02 1.004170000000000063e-02
2.351179999999999937e-01 1.843048335753692868e+00 2.042533820144195114e-02 9.852470000000000325e-03
2.378909999999999914e-01 1.865984926332025839e+00 2.033604612415788188e-02 9.968670000000000656e-03
2.406739999999999990e-01 1.830707073228508897e+00 1.986274823071024903e-02 1.008530000000000017e-02
2.434679999999999900e-01 1.815173244811604025e+00 1.977345615342617977e-02 1.013690000000000077e-02
2.462679999999999869e-01 1.830437700481394980e+00 1.963567698166159697e-02 1.025350000000000046e-02
2.490650000000000086e-01 1.836673180738662703e+00 1.960325248432380485e-02 1.036989999999999960e-02
2.518690000000000095e-01 1.842180356901881311e+00 1.956763542109429127e-02 1.048669999999999984e-02
2.546740000000000115e-01 1.862113940188313999e+00 1.959427339275333566e-02 1.060340000000000067e-02
2.574620000000000242e-01 1.871182822674483992e+00 1.947784450538964096e-02 1.064979999999999920e-02
2.602619999999999933e-01 1.859220677348941919e+00 1.915349976432761253e-02 1.076560000000000017e-02
2.630549999999999833e-01 1.884661436798593215e+00 1.929546917882507887e-02 1.088109999999999945e-02
2.658490000000000020e-01 1.870065424612381566e+00 1.887684397627316726e-02 1.099669999999999988e-02
2.686629999999999852e-01 1.886926163228032749e+00 1.898439353975051730e-02 1.089200000000000064e-02
2.714750000000000218e-01 1.852955266786439514e+00 1.870524355959316334e-02 1.100600000000000016e-02
2.742629999999999790e-01 1.876221090722355989e+00 1.894977415336216928e-02 1.111900000000000041e-02
2.770509999999999917e-01 1.904036321053975023e+00 1.892343548475547074e-02 1.123200000000000066e-02
2.798359999999999737e-01 1.871551963105714034e+00 1.866344089994844205e-02 1.134489999999999978e-02
2.826270000000000171e-01 1.866633416278781654e+00 1.853952943627602476e-02 1.145799999999999944e-02
2.854369999999999963e-01 1.872519709641642160e+00 1.843816546921388244e-02 1.157200000000000069e-02
2.882310000000000150e-01 1.897421723597065624e+00 1.853653640575253503e-02 1.168519999999999975e-02
2.910300000000000109e-01 1.895506184062033084e+00 1.819523115839074071e-02 1.147150000000000079e-02
2.938149999999999928e-01 1.888153305742663157e+00 1.827434693189495044e-02 1.158129999999999923e-02
2.966130000000000155e-01 1.865266599006388581e+00 1.787946643816271108e-02 1.169159999999999991e-02
2.994339999999999780e-01 1.877957048425979325e+00 1.806034524946553005e-02 1.180269999999999930e-02
3.022320000000000007e-01 1.874834319913139646e+00 1.782609072716050472e-02 1.191299999999999998e-02
3.050109999999999766e-01 1.872220406589293118e+00 1.785831568913006165e-02 1.202259999999999961e-02
3.077920000000000100e-01 1.896174627545612168e+00 1.785661963850008332e-02 1.213219999999999923e-02
3.106030000000000180e-01 1.896533791208430575e+00 1.763842771333777940e-02 1.224300000000000041e-02
3.134149999999999991e-01 1.919610056544526433e+00 1.795339429209287518e-02 1.235379999999999985e-02
3.162070000000000158e-01 1.904146065506502783e+00 1.758734665907024305e-02 1.246389999999999998e-02
3.189890000000000225e-01 1.905921930283772880e+00 1.749945132936379932e-02 1.257360000000000075e-02
3.217920000000000225e-01 1.900444684425788955e+00 1.723117602677512114e-02 1.268400000000000083e-02
3.245959999999999956e-01 1.889659797772819116e+00 1.746004309413787259e-02 1.279459999999999972e-02
3.273889999999999856e-01 1.904475298864086730e+00 1.738342151273656461e-02 1.290469999999999985e-02
3.301850000000000063e-01 1.904505229169321634e+00 1.728694616219612554e-02 1.301479999999999998e-02
3.329940000000000122e-01 1.942586554196505721e+00 1.746533078139603234e-02 1.312559999999999942e-02
3.357939999999999814e-01 1.870813682243253728e+00 1.689186613309565446e-02 1.323590000000000010e-02
3.385750000000000148e-01 1.924708185202868238e+00 1.716213678936665682e-02 1.334560000000000086e-02
3.413570000000000215e-01 2.047751670023476578e+00 1.843367592342864958e-02 1.345520000000000049e-02
3.441690000000000027e-01 1.997428850155224866e+00 1.917564819020142405e-02 1.356609999999999934e-02
3.469579999999999886e-01 2.004831612316653189e+00 2.015007916096513488e-02 1.367600000000000066e-02
3.497379999999999933e-01 1.984159748167759751e+00 2.061070655852999950e-02 1.378560000000000028e-02
3.525499999999999745e-01 1.978472990173131718e+00 2.089723934731195845e-02 1.389639999999999972e-02
3.553589999999999804e-01 1.965583005385308280e+00 2.167482867731424651e-02 1.400719999999999917e-02
3.581619999999999804e-01 1.993677585232453087e+00 2.242378468197516253e-02 1.411759999999999925e-02
3.609490000000000198e-01 1.964964445743787369e+00 2.272328726969223903e-02 1.422750000000000056e-02
3.637460000000000138e-01 1.976597357711745717e+00 2.307506812388624567e-02 1.433770000000000010e-02
3.665459999999999829e-01 1.963138697124459542e+00 2.375717978018924981e-02 1.444810000000000018e-02
3.693089999999999984e-01 1.968566059140385072e+00 2.414028768719576543e-02 1.455700000000000049e-02
3.721200000000000063e-01 1.991831883076301768e+00 2.486619735682582544e-02 1.466779999999999994e-02
3.749489999999999768e-01 1.967757940899043323e+00 2.541043007368012918e-02 1.477930000000000042e-02
3.777380000000000182e-01 1.964595305312557327e+00 2.606171351559121233e-02 1.488920000000000000e-02
3.805310000000000081e-01 1.994375959021266853e+00 2.663886956820389271e-02 1.499930000000000013e-02
3.833449999999999913e-01 1.962041252599180385e+00 2.701838583858221995e-02 1.511030000000000012e-02
3.861209999999999920e-01 1.969793201655015480e+00 2.810116451429621118e-02 1.488579999999999938e-02
3.888940000000000174e-01 1.985995473555499435e+00 2.827525912307912379e-02 1.499269999999999943e-02
3.917180000000000106e-01 2.010767789521571647e+00 2.912079024596459648e-02 1.510150000000000034e-02
3.945020000000000193e-01 1.960854017158196516e+00 2.992461847688946894e-02 1.520889999999999916e-02
3.973050000000000193e-01 2.001190091846408947e+00 2.992801057814941865e-02 1.531689999999999961e-02
4.001129999999999964e-01 1.984319376462345685e+00 3.142512444599832727e-02 1.542520000000000002e-02
4.028760000000000119e-01 2.009400972249178352e+00 3.268748495312161911e-02 1.529499999999999957e-02
4.056910000000000238e-01 1.977904314373668981e+00 3.228422397392361615e-02 1.540189999999999962e-02
4.084860000000000158e-01 2.037764924843437075e+00 3.494692369530301435e-02 1.550799999999999922e-02
4.112709999999999977e-01 1.994645331768380769e+00 3.485533696128427505e-02 1.561369999999999945e-02
4.140940000000000176e-01 2.002936026318443918e+00 3.643835080515728936e-02 1.572089999999999946e-02
4.168919999999999848e-01 1.996670615755941514e+00 3.755395304894553615e-02 1.582710000000000020e-02
4.197040000000000215e-01 1.976826823385213094e+00 3.779389432924519510e-02 1.593390000000000084e-02
4.224669999999999814e-01 2.002975933392090013e+00 4.128556373794677048e-02 1.603879999999999889e-02
4.252400000000000069e-01 1.988659270721403916e+00 4.101539284935988572e-02 1.614399999999999863e-02
4.280570000000000208e-01 1.958050545234529149e+00 4.338437650870096557e-02 1.625100000000000156e-02
4.308429999999999760e-01 2.096747579692982200e+00 4.544966733759207844e-02 1.635680000000000120e-02
4.336240000000000094e-01 2.118097864093865912e+00 4.932793652224425063e-02 1.646229999999999916e-02
4.364339999999999886e-01 2.061040725547765629e+00 4.911762624412712580e-02 1.656900000000000039e-02
4.392240000000000033e-01 2.011156883489625180e+00 5.509859913921402036e-02 1.667489999999999944e-02
4.420209999999999972e-01 2.048679509485758388e+00 5.673917893682212804e-02 1.678110000000000018e-02
4.447829999999999839e-01 2.149315172453849954e+00 6.778016923491851642e-02 1.688600000000000170e-02
4.476109999999999811e-01 2.125281137350238492e+00 6.801093188827948832e-02 1.699329999999999938e-02
4.504790000000000183e-01 2.475186359082856669e+00 9.770668329780619887e-02 1.710220000000000143e-02
4.531580000000000052e-01 2.688260202049996384e+00 1.231033454310782871e-01 1.720390000000000114e-02
4.560960000000000014e-01 2.782630454455586211e+00 1.684517485692923477e-01 1.731550000000000103e-02
4.588010000000000144e-01 3.323361325597413707e+00 6.560154231687130855e-01 1.741819999999999827e-02
4.613780000000000103e-01 3.225469273942519255e+00 1.845342992488367306e+00 1.751600000000000032e-02
4.639789999999999748e-01 9.661173296463001492e+00 1.397555695869266401e+01 1.761470000000000050e-02
