# Q I dI dQ
1.144309999999999945e-02 2.194062384315671466e+02 9.695160995844181784e+00 1.312643090746102095e-03
1.154370000000000049e-02 2.280403533757977925e+02 1.005506871155752435e+01 1.373822264179308224e-03
1.164349999999999934e-02 2.360115428238893287e+02 9.902608509766338329e+00 1.433815256519938497e-03
1.173919999999999998e-02 2.523902979798612307e+02 9.674713192387551786e+00 1.490705482554130924e-03
1.174399999999999923e-02 2.522927059476034515e+02 9.663096581967913323e+00 1.493543642712018759e-03
1.184480000000000081e-02 2.427380848400509592e+02 8.876048390563404666e+00 1.552770862506466613e-03
1.194590000000000062e-02 2.441870222009193299e+02 8.433728568293108907e+00 1.611616055698122506e-03
1.204560000000000006e-02 2.495912355340004183e+02 8.590444073408804115e+00 1.669438888721557802e-03
1.214639999999999991e-02 2.435944917530522389e+02 8.119854369177888387e+00 1.727212654166330151e-03
1.222619999999999957e-02 2.441515566087195452e+02 7.883626312080997955e+00 1.772469054567554726e-03
1.224729999999999916e-02 2.438431968448261387e+02 7.819968524077125061e+00 1.784369793819081057e-03
1.234810000000000074e-02 2.398250870465666367e+02 7.368142739876509140e+00 1.840814924532240123e-03
1.244900000000000000e-02 2.274416141447919415e+02 6.869749924525023310e+00 1.896685764396512184e-03
1.254949999999999989e-02 2.180362500233268861e+02 6.588402207453630588e+00 1.951727961115411756e-03
1.265029999999999974e-02 2.025464330877169914e+02 5.747022710516185739e+00 2.006345904027218626e-03
1.272080000000000086e-02 1.928708230119729592e+02 5.324663305858551077e+00 2.044199819698836601e-03
1.275130000000000013e-02 1.909700820892407194e+02 5.149752359190165052e+00 2.060491510478815267e-03
1.285140000000000067e-02 1.898307065585262308e+02 4.762472983863466069e+00 2.113609205400782554e-03
1.295179999999999942e-02 1.846288366843196798e+02 4.487819068243905640e+00 2.166608083440655849e-03
1.305289999999999923e-02 1.776731680851860915e+02 4.084019286974752028e+00 2.219386457779312996e-03
1.315410000000000017e-02 1.731070914388290589e+02 3.691472479521590078e+00 2.271642188250378759e-03
1.321379999999999950e-02 1.697042678875701824e+02 3.608808400113455050e+00 2.302204099910530773e-03
1.325490000000000002e-02 1.680514980534291851e+02 3.542585382184090914e+00 2.323462652473849786e-03
1.335440000000000065e-02 1.663544506440845794e+02 3.209762545970031855e+00 2.374585949657853461e-03
1.345479999999999940e-02 1.637344941100044480e+02 2.938641094138987775e+00 2.425702853838586272e-03
1.355589999999999920e-02 1.616442758942707201e+02 2.541303340673897626e+00 2.476714330030375943e-03
1.365719999999999955e-02 1.602738392762335593e+02 2.271345095582534945e+00 2.527374728080334938e-03
1.369650000000000034e-02 1.596975970412895833e+02 2.202887871958191024e+00 2.546908838607133026e-03
1.375720000000000068e-02 1.587515012803828256e+02 2.096745935088417223e+00 2.577160149419190343e-03
1.385809999999999993e-02 1.571922090885409489e+02 1.905462166505484056e+00 2.627184030683024987e-03
1.395820000000000047e-02 1.551538169986686739e+02 1.749409827199340794e+00 2.676381876213988764e-03
1.405900000000000032e-02 1.549834369188722860e+02 1.638838254563768082e+00 2.725499059947453836e-03
1.416070000000000002e-02 1.541702498450738403e+02 1.597886932338352883e+00 2.774636374513352651e-03
1.418329999999999938e-02 1.539829375176729798e+02 1.598341676205866868e+00 2.785500000000000215e-03
1.467620000000000036e-02 1.435337941131826369e+02 1.479412613016762190e+00 2.791819999999999979e-03
1.517549999999999975e-02 1.392269912987472367e+02 1.424029069559703986e+00 2.797309999999999901e-03
1.566930000000000059e-02 1.363784615787763812e+02 1.412683922537470549e+00 2.802030000000000059e-03
1.615410000000000110e-02 1.344077977514931490e+02 1.368282771601535108e+00 2.806100000000000174e-03
1.664480000000000126e-02 1.371293633960752913e+02 1.353727247244473020e+00 2.809739999999999807e-03
1.713270000000000071e-02 1.365054256541650943e+02 1.336387582091387083e+00 2.812970000000000140e-03
1.761940000000000034e-02 1.367593538049424922e+02 1.307031674089013329e+00 2.815859999999999891e-03
1.811350000000000113e-02 1.395380532834495853e+02 1.309217269958204533e+00 2.818510000000000199e-03
1.860919999999999935e-02 1.348594271053758007e+02 1.261143229698524548e+00 2.820909999999999824e-03
1.910519999999999927e-02 1.302515380550186421e+02 1.212089752285846034e+00 2.823099999999999828e-03
1.959359999999999921e-02 1.258504190702944925e+02 1.209378162390044364e+00 2.825069999999999838e-03
2.007569999999999841e-02 1.148172409190161147e+02 1.117809857447205513e+00 2.826850000000000109e-03
2.056670000000000026e-02 1.022450767967760896e+02 1.009591120903390982e+00 2.835869999999999884e-03
2.106009999999999827e-02 9.193468698896055002e+01 9.431979783376265303e-01 2.844189999999999913e-03
2.155340000000000034e-02 7.889456956028789136e+01 8.557995363850536830e-01 2.851659999999999785e-03
2.204499999999999862e-02 6.731073007632363669e+01 7.698321609393622422e-01 2.858400000000000090e-03
2.253410000000000135e-02 5.794295783964395241e+01 7.093047586565559559e-01 2.864499999999999859e-03
2.302869999999999917e-02 5.237875723573399966e+01 6.587512913817851201e-01 2.870129999999999817e-03
2.351999999999999924e-02 4.563950411410159091e+01 6.130396898105877623e-01 2.875250000000000201e-03
2.400769999999999987e-02 4.304417703590592481e+01 5.842868611663102341e-01 2.879930000000000163e-03
2.449930000000000163e-02 4.034147462538152951e+01 5.572108652034163390e-01 2.884279999999999917e-03
2.499060000000000170e-02 3.744769128139713388e+01 5.292089383764376764e-01 2.888309999999999836e-03
2.548129999999999840e-02 3.517439951156238465e+01 5.101416549118126254e-01 2.892039999999999802e-03
2.596769999999999981e-02 3.336806347328224120e+01 4.967070419631822165e-01 2.895490000000000130e-03
2.645650000000000085e-02 3.166529384506916145e+01 4.782183519278285222e-01 2.898720000000000029e-03
2.695169999999999857e-02 2.924218446627574508e+01 4.454380414349707884e-01 2.904369999999999868e-03
2.744550000000000115e-02 2.699083934375819283e+01 4.295194670399855585e-01 2.914439999999999913e-03
2.793709999999999943e-02 2.415990321709120536e+01 4.032360896620182933e-01 2.923680000000000116e-03
2.842149999999999885e-02 2.180635201388574274e+01 3.890161132184834503e-01 2.932099999999999984e-03
2.891000000000000167e-02 2.035297610518619038e+01 3.657100434083812579e-01 2.939989999999999964e-03
2.940660000000000149e-02 1.884636597344866615e+01 3.495175893650576682e-01 2.947430000000000015e-03
2.989740000000000106e-02 1.783156025659181054e+01 3.440372757395295245e-01 2.954290000000000041e-03
3.038700000000000082e-02 1.631252578319124424e+01 3.226946146666884174e-01 2.960690000000000197e-03
3.087950000000000070e-02 1.552888537216710851e+01 3.132829491353743001e-01 2.966710000000000007e-03
3.137120000000000186e-02 1.489986906724135629e+01 3.096554041242685074e-01 2.972359999999999846e-03
3.185980000000000062e-02 1.365308184692428384e+01 2.943607674711935518e-01 2.977630000000000207e-03
3.234429999999999944e-02 1.326702036911734695e+01 2.933423342093255948e-01 2.982559999999999985e-03
3.283559999999999951e-02 1.239758851858055699e+01 2.752581154427102827e-01 2.987280000000000144e-03
3.333429999999999727e-02 1.178734475908727930e+01 2.671061149165026571e-01 2.991800000000000188e-03
3.382809999999999984e-02 1.143021295274390958e+01 2.660323615932153607e-01 3.001199999999999875e-03
3.431560000000000166e-02 1.080282904307315661e+01 2.580971068814213454e-01 3.011949999999999784e-03
3.480239999999999723e-02 1.032090968834774714e+01 2.492286662155203947e-01 3.022009999999999887e-03
3.529510000000000286e-02 9.596307572379357609e+00 2.370546251582492381e-01 3.031579999999999865e-03
3.578939999999999899e-02 9.338933253841400273e+00 2.383351485471695563e-01 3.040619999999999955e-03
3.627890000000000281e-02 8.955791949768402205e+00 2.311308441551133686e-01 3.049050000000000198e-03
3.677119999999999694e-02 8.693865062241505015e+00 2.272457434482190730e-01 3.057049999999999958e-03
3.726410000000000139e-02 8.831865943326500101e+00 2.252079700382303706e-01 3.064630000000000045e-03
3.775209999999999677e-02 8.470208774581776012e+00 2.214072097528442251e-01 3.071739999999999887e-03
3.824059999999999959e-02 8.177075931096842609e+00 2.177116482727801672e-01 3.078490000000000133e-03
3.873159999999999797e-02 8.030006187484083569e+00 2.144414164452682625e-01 3.084939999999999991e-03
3.922620000000000273e-02 7.634930260324547469e+00 2.074030722374701763e-01 3.091120000000000152e-03
3.971920000000000311e-02 7.438417078210417088e+00 2.048574425259266640e-01 3.096980000000000045e-03
4.020449999999999718e-02 7.135235935044720534e+00 2.007283894170354688e-01 3.102919999999999897e-03
4.069409999999999694e-02 6.998840242627140995e+00 1.964379105551500304e-01 3.115140000000000183e-03
4.118770000000000070e-02 6.851888394227243495e+00 1.953559952555877222e-01 3.126799999999999892e-03
4.167860000000000315e-02 6.695105898847249826e+00 1.950639778821937065e-01 3.137780000000000170e-03
4.216840000000000171e-02 6.466253152959110295e+00 1.901332373258481090e-01 3.148170000000000048e-03
4.265769999999999978e-02 6.052622333067769311e+00 1.818433900892185151e-01 3.158049999999999920e-03
4.314939999999999748e-02 5.936704132237881737e+00 1.824101939972038178e-01 3.167479999999999862e-03
4.364189999999999736e-02 5.620663342007814478e+00 1.797865720679215074e-01 3.176480000000000189e-03
4.413079999999999781e-02 5.522429423107068303e+00 1.763349629898543214e-01 3.184999999999999897e-03
4.462270000000000125e-02 5.446323528774068556e+00 1.722086305397214356e-01 3.193189999999999831e-03
4.511690000000000145e-02 5.331711244148179318e+00 1.702588250962520366e-01 3.201049999999999989e-03
4.560770000000000102e-02 5.183662063382422858e+00 1.687116771490154155e-01 3.208509999999999921e-03
4.609599999999999809e-02 5.003246112255074429e+00 1.672851450733980616e-01 3.215620000000000197e-03
4.658160000000000078e-02 4.888298279715659334e+00 1.642189626527608415e-01 3.222399999999999830e-03
4.707139999999999935e-02 4.707029855510700855e+00 1.610267230429877072e-01 3.231809999999999891e-03
4.756459999999999855e-02 4.484978756518385623e+00 1.583350846447471871e-01 3.244739999999999864e-03
4.805700000000000249e-02 4.568775046274929252e+00 1.562428980595919059e-01 3.257059999999999990e-03
4.855090000000000100e-02 4.464573815830915393e+00 1.555228303748873997e-01 3.268849999999999794e-03
4.904229999999999701e-02 4.257350307071494200e+00 1.550285773671242207e-01 3.280060000000000007e-03
4.953140000000000320e-02 4.239466510166742808e+00 1.533961821121266056e-01 3.290729999999999957e-03
5.002100000000000296e-02 4.286189289909786204e+00 1.536836650542567351e-01 3.300959999999999919e-03
5.050940000000000291e-02 4.048984121633576017e+00 1.487139283890417385e-01 3.310749999999999891e-03
5.100190000000000279e-02 3.918474120996515708e+00 1.460286381945706813e-01 3.320210000000000088e-03
5.149480000000000030e-02 3.954160095043269152e+00 1.466308106664142297e-01 3.329309999999999822e-03
5.198350000000000193e-02 3.860097852905294946e+00 1.458436333990042744e-01 3.337979999999999940e-03
5.247290000000000287e-02 3.676897760981923557e+00 1.425026644437757950e-01 3.346319999999999850e-03
5.296349999999999669e-02 3.459362955528434203e+00 1.391399302184807008e-01 3.354370000000000181e-03
5.345629999999999826e-02 3.556553955238487497e+00 1.386783251158174857e-01 3.362159999999999888e-03
5.394979999999999914e-02 3.507192136499864610e+00 1.401375050965348035e-01 3.374859999999999926e-03
5.443980000000000347e-02 3.472648839131609488e+00 1.397829125716991971e-01 3.388250000000000203e-03
5.493119999999999947e-02 3.395808366933860345e+00 1.367067544022814440e-01 3.401139999999999979e-03
5.542009999999999992e-02 3.260174458968613465e+00 1.359413424049381314e-01 3.413439999999999790e-03
5.590830000000000105e-02 3.185365411977083561e+00 1.328198399228815718e-01 3.425249999999999909e-03
5.639919999999999656e-02 3.155565129710849348e+00 1.325523084783125083e-01 3.436670000000000176e-03
5.688780000000000225e-02 3.192212403185545444e+00 1.324235306304182846e-01 3.447609999999999824e-03
5.737980000000000164e-02 3.137273233992347699e+00 1.290462862250787435e-01 3.458220000000000131e-03
5.787609999999999977e-02 3.087884208666141994e+00 1.289302047847233346e-01 3.468530000000000051e-03
5.836940000000000184e-02 3.089462190745972947e+00 1.280750110483551418e-01 3.478409999999999922e-03
5.885930000000000328e-02 2.982086858417240194e+00 1.285565676485794506e-01 3.487880000000000060e-03
5.934690000000000104e-02 2.929750452769511071e+00 1.262140804576578623e-01 3.496990000000000168e-03
5.983739999999999892e-02 2.924381686153074700e+00 1.255656567869226914e-01 3.505830000000000144e-03
6.032880000000000187e-02 2.953148118091143637e+00 1.269078484410318675e-01 3.515449999999999825e-03
6.081770000000000231e-02 2.845283067185912174e+00 1.249081642536597619e-01 3.529819999999999919e-03
6.131110000000000032e-02 2.683920796229397165e+00 1.200291162137224199e-01 3.543779999999999847e-03
6.180469999999999714e-02 2.810594668017212250e+00 1.217794066815809928e-01 3.557230000000000201e-03
6.228650000000000159e-02 2.813723425589291338e+00 1.248211031733932330e-01 3.569899999999999983e-03
6.277699999999999947e-02 2.851422687117208810e+00 1.292213152718645897e-01 3.582350000000000204e-03
6.326479999999999604e-02 2.669564786847945737e+00 1.327228030938344960e-01 3.594299999999999926e-03
6.375899999999999623e-02 2.687874820291502154e+00 1.386184706231342323e-01 3.605999999999999830e-03
6.424960000000000393e-02 2.645369061623869644e+00 1.395843044823411594e-01 3.617229999999999925e-03
6.473779999999999812e-02 2.661139813559652456e+00 1.471568046930245843e-01 3.628029999999999970e-03
6.522899999999999532e-02 2.598156563304327538e+00 1.487121146165361896e-01 3.638549999999999944e-03
6.572260000000000602e-02 2.559994789787493730e+00 1.533290725294211565e-01 3.648789999999999846e-03
6.621000000000000496e-02 2.333255088868324556e+00 1.553750079156848429e-01 3.658579999999999818e-03
6.670109999999999928e-02 2.435588133631619634e+00 1.573774127618152441e-01 3.668149999999999796e-03
6.719540000000000235e-02 2.295982063879211665e+00 1.560216178139144372e-01 3.680660000000000095e-03
6.768849999999999867e-02 2.479544910303694394e+00 1.590515247844405955e-01 3.695509999999999941e-03
6.817760000000000487e-02 2.419327663119338112e+00 1.661542579161857935e-01 3.709759999999999881e-03
6.866200000000000081e-02 2.302167028123147219e+00 1.654341902314812873e-01 3.723409999999999914e-03
6.915440000000000476e-02 2.243718209131704722e+00 1.656083123920143729e-01 3.736830000000000013e-03
6.964940000000000020e-02 2.104683477718546136e+00 1.701717640159855216e-01 3.749890000000000081e-03
7.013600000000000390e-02 2.216620447898744128e+00 1.767149483297676404e-01 3.762329999999999928e-03
7.062859999999999971e-02 2.161499901454991157e+00 1.782385172344320978e-01 3.774529999999999899e-03
7.112229999999999941e-02 2.167122596222204933e+00 1.796587011062800443e-01 3.786390000000000155e-03
7.160869999999999735e-02 2.118404666723054053e+00 1.826441706504201290e-01 3.797720000000000089e-03
7.209530000000000105e-02 2.287892638504446019e+00 1.905440567983558431e-01 3.808719999999999814e-03
7.258539999999999437e-02 2.429584546638239750e+00 1.961313830017115956e-01 3.819480000000000097e-03
7.308190000000000519e-02 2.257276158610712624e+00 1.950413057258743033e-01 3.830070000000000089e-03
7.357619999999999438e-02 2.320749127442536697e+00 2.011881807471931072e-01 3.840319999999999932e-03
7.406409999999999383e-02 2.295084246488963142e+00 2.032177921809068255e-01 3.855279999999999992e-03
7.455549999999999677e-02 2.243056182167177948e+00 2.077758024873612996e-01 3.870399999999999969e-03
7.503980000000000372e-02 1.946912476323025665e+00 2.132289095253061262e-01 3.884850000000000022e-03
7.552689999999999404e-02 1.854917934841382010e+00 2.123474160876074324e-01 3.898940000000000045e-03
7.602670000000000261e-02 2.075699393079810218e+00 2.188942279464006768e-01 3.912979999999999930e-03
7.652090000000000281e-02 1.955101659185597196e+00 2.208558229111561300e-01 3.926439999999999791e-03
7.701049999999999562e-02 2.075681255354755006e+00 2.243999343870065333e-01 3.939390000000000079e-03
7.750070000000000570e-02 2.180453824138018692e+00 2.384893192101415760e-01 3.951999999999999784e-03
7.798800000000000177e-02 1.957178428704455131e+00 2.424134160259053261e-01 3.964170000000000367e-03
7.847120000000000484e-02 1.692131852468007791e+00 2.432350549709207388e-01 3.975919999999999975e-03
7.896110000000000628e-02 1.870561722701775897e+00 2.542963465960352276e-01 3.987509999999999666e-03
7.946100000000000385e-02 1.889016857945776673e+00 2.586838622869677140e-01 3.999009999999999891e-03
7.995710000000000317e-02 1.681748004873717450e+00 2.661575118960984865e-01 4.010119999999999831e-03
8.044560000000000599e-02 1.797094867364355197e+00 2.705459344732837335e-01 4.022359999999999998e-03
8.093300000000000494e-02 2.018366044179282781e+00 2.892005846928955015e-01 4.038059999999999566e-03
8.141619999999999413e-02 2.096367330780585903e+00 3.069583244085113405e-01 4.053179999999999977e-03
8.190269999999999495e-02 2.428305837021825120e+00 3.197980199753203689e-01 4.067979999999999687e-03
8.239109999999999490e-02 2.210480827967447492e+00 3.375203911270778789e-01 4.082439999999999680e-03
8.289320000000000022e-02 2.130275807771897956e+00 3.451971832568305754e-01 4.096879999999999793e-03
8.339439999999999353e-02 1.564251821963999811e+00 3.713980339857952395e-01 4.110899999999999797e-03
8.389099999999999335e-02 1.632585701110705889e+00 3.659222547915310098e-01 4.124420000000000169e-03
8.437350000000000405e-02 1.884246636256172724e+00 4.531130197922179081e-01 4.137209999999999673e-03
8.484469999999999512e-02 1.551129177886324539e+00 4.369423310189609055e-01 4.149380000000000256e-03
8.532149999999999457e-02 1.635342635319146254e+00 5.555830043796825546e-01 4.161390000000000054e-03
8.581679999999999864e-02 1.889697022635359103e+00 6.707512102785232466e-01 4.173559999999999770e-03
8.631959999999999633e-02 2.311843504440272312e+00 8.477300625078487695e-01 4.185600000000000258e-03
8.683670000000000277e-02 2.410539935329933936e+00 1.037378115688461611e+00 4.197659999999999760e-03
8.733920000000000572e-02 1.314232350936058280e+00 1.924331008628892281e+00 4.212859999999999695e-03
