# Q I dI dQ
3.087950000000000070e-02 1.712330000000000041e+01 3.454490000000000061e-01 2.966710000000000007e-03
3.137120000000000186e-02 1.642970000000000041e+01 3.414490000000000025e-01 2.972359999999999846e-03
3.185980000000000062e-02 1.505489999999999995e+01 3.245839999999999836e-01 2.977630000000000207e-03
3.234429999999999944e-02 1.462920000000000087e+01 3.234609999999999985e-01 2.982559999999999985e-03
3.283559999999999951e-02 1.367050000000000054e+01 3.035200000000000120e-01 2.987280000000000144e-03
3.333429999999999727e-02 1.299760000000000026e+01 2.945309999999999873e-01 2.991800000000000188e-03
3.382809999999999984e-02 1.260379999999999967e+01 2.933470000000000244e-01 3.001199999999999875e-03
3.431560000000000166e-02 1.191200000000000081e+01 2.845969999999999889e-01 3.011949999999999784e-03
3.480239999999999723e-02 1.138059999999999938e+01 2.748180000000000067e-01 3.022009999999999887e-03
3.529510000000000286e-02 1.058159999999999989e+01 2.613940000000000152e-01 3.031579999999999865e-03
3.578939999999999899e-02 1.029780000000000051e+01 2.628059999999999841e-01 3.040619999999999955e-03
3.627890000000000281e-02 9.875320000000000320e+00 2.548619999999999775e-01 3.049050000000000198e-03
3.677119999999999694e-02 9.586499999999999133e+00 2.505780000000000229e-01 3.057049999999999958e-03
3.726410000000000139e-02 9.738670000000000826e+00 2.483309999999999962e-01 3.064630000000000045e-03
3.775209999999999677e-02 9.339880000000000848e+00 2.441399999999999959e-01 3.071739999999999887e-03
3.824059999999999959e-02 9.016650000000000276e+00 2.400650000000000006e-01 3.078490000000000133e-03
3.873159999999999797e-02 8.854480000000000572e+00 2.364590000000000025e-01 3.084939999999999991e-03
3.922620000000000273e-02 8.418839999999999435e+00 2.286980000000000124e-01 3.091120000000000152e-03
3.971920000000000311e-02 8.202149999999999608e+00 2.258910000000000085e-01 3.096980000000000045e-03
4.020449999999999718e-02 7.867840000000000167e+00 2.213380000000000070e-01 3.102919999999999897e-03
4.069409999999999694e-02 7.717439999999999856e+00 2.166069999999999940e-01 3.115140000000000183e-03
4.118770000000000070e-02 7.555399999999999672e+00 2.154139999999999944e-01 3.126799999999999892e-03
4.167860000000000315e-02 7.382520000000000415e+00 2.150920000000000054e-01 3.137780000000000170e-03
4.216840000000000171e-02 7.130169999999999675e+00 2.096550000000000080e-01 3.148170000000000048e-03
4.265769999999999978e-02 6.674070000000000391e+00 2.005139999999999978e-01 3.158049999999999920e-03
4.314939999999999748e-02 6.546249999999999680e+00 2.011390000000000122e-01 3.167479999999999862e-03
4.364189999999999736e-02 6.197759999999999714e+00 1.982460000000000055e-01 3.176480000000000189e-03
4.413079999999999781e-02 6.089439999999999742e+00 1.944400000000000017e-01 3.184999999999999897e-03
4.462270000000000125e-02 6.005519999999999747e+00 1.898900000000000032e-01 3.193189999999999831e-03
4.511690000000000145e-02 5.879139999999999588e+00 1.877399999999999902e-01 3.201049999999999989e-03
4.560770000000000102e-02 5.715889999999999915e+00 1.860340000000000049e-01 3.208509999999999921e-03
4.609599999999999809e-02 5.516949999999999577e+00 1.844610000000000138e-01 3.215620000000000197e-03
4.658160000000000078e-02 5.390200000000000102e+00 1.810799999999999910e-01 3.222399999999999830e-03
4.707139999999999935e-02 5.190319999999999823e+00 1.775599999999999956e-01 3.231809999999999891e-03
4.756459999999999855e-02 4.945470000000000255e+00 1.745919999999999972e-01 3.244739999999999864e-03
4.805700000000000249e-02 5.037869999999999848e+00 1.722849999999999937e-01 3.257059999999999990e-03
4.855090000000000100e-02 4.922970000000000290e+00 1.714910000000000045e-01 3.268849999999999794e-03
4.904229999999999701e-02 4.694469999999999921e+00 1.709459999999999869e-01 3.280060000000000007e-03
4.953140000000000320e-02 4.674750000000000405e+00 1.691459999999999908e-01 3.290729999999999957e-03
5.002100000000000296e-02 4.726270000000000415e+00 1.694630000000000025e-01 3.300959999999999919e-03
5.050940000000000291e-02 4.464710000000000178e+00 1.639829999999999899e-01 3.310749999999999891e-03
5.100190000000000279e-02 4.320800000000000196e+00 1.610219999999999985e-01 3.320210000000000088e-03
5.149480000000000030e-02 4.360149999999999970e+00 1.616859999999999964e-01 3.329309999999999822e-03
5.198350000000000193e-02 4.256429999999999936e+00 1.608179999999999887e-01 3.337979999999999940e-03
5.247290000000000287e-02 4.054420000000000357e+00 1.571339999999999959e-01 3.346319999999999850e-03
5.296349999999999669e-02 3.814550000000000107e+00 1.534260000000000068e-01 3.354370000000000181e-03
5.345629999999999826e-02 3.921720000000000095e+00 1.529169999999999974e-01 3.362159999999999888e-03
5.394979999999999914e-02 3.867290000000000116e+00 1.545259999999999967e-01 3.374859999999999926e-03
5.443980000000000347e-02 3.829200000000000159e+00 1.541349999999999942e-01 3.388250000000000203e-03
5.493119999999999947e-02 3.744470000000000187e+00 1.507429999999999881e-01 3.401139999999999979e-03
5.542009999999999992e-02 3.594910000000000050e+00 1.498990000000000045e-01 3.413439999999999790e-03
5.590830000000000105e-02 3.512420000000000098e+00 1.464570000000000038e-01 3.425249999999999909e-03
5.639919999999999656e-02 3.479560000000000208e+00 1.461619999999999864e-01 3.436670000000000176e-03
5.688780000000000225e-02 3.519969999999999821e+00 1.460200000000000109e-01 3.447609999999999824e-03
5.737980000000000164e-02 3.459389999999999965e+00 1.422960000000000058e-01 3.458220000000000131e-03
5.787609999999999977e-02 3.404929999999999790e+00 1.421679999999999888e-01 3.468530000000000051e-03
5.836940000000000184e-02 3.406670000000000087e+00 1.412249999999999894e-01 3.478409999999999922e-03
5.885930000000000328e-02 3.288269999999999804e+00 1.417559999999999931e-01 3.487880000000000060e-03
5.934690000000000104e-02 3.230560000000000098e+00 1.391729999999999912e-01 3.496990000000000168e-03
5.983739999999999892e-02 3.224639999999999951e+00 1.384579999999999977e-01 3.505830000000000144e-03
6.032880000000000187e-02 3.256359999999999921e+00 1.399380000000000068e-01 3.515449999999999825e-03
6.081770000000000231e-02 3.137420000000000098e+00 1.377329999999999943e-01 3.529819999999999919e-03
6.131110000000000032e-02 2.959490000000000176e+00 1.323529999999999984e-01 3.543779999999999847e-03
6.169279999999999903e-02 3.079957729379217302e+00 1.338454655591572173e-01 3.554180861021069646e-03
6.180469999999999714e-02 3.097943713767736362e+00 1.323839319692918792e-01 3.582066825829875907e-03
6.228650000000000159e-02 3.093547002567308191e+00 1.274010770899787759e-01 3.700785243827693118e-03
6.277699999999999947e-02 3.118260548244563779e+00 1.233042266391328329e-01 3.819791539716828419e-03
6.326479999999999604e-02 2.940605051058930108e+00 1.180226818496639546e-01 3.936401433819406576e-03
6.375899999999999623e-02 2.947927826962453590e+00 1.142696130459915776e-01 4.052893364318122665e-03
6.424960000000000393e-02 2.903234149294026345e+00 1.062851386158949751e-01 4.167001310104834211e-03
6.451010000000000078e-02 2.902247231157660146e+00 1.045702114539023564e-01 4.226969574431584456e-03
6.473779999999999812e-02 2.898914675856192780e+00 1.028779942831851701e-01 4.278898708471629182e-03
6.522899999999999532e-02 2.835248691715583469e+00 9.494478673279234393e-02 4.389778848410469045e-03
6.572260000000000602e-02 2.785959143862821286e+00 8.865655196878748090e-02 4.499784792256687066e-03
6.621000000000000496e-02 2.643933167772747339e+00 8.093745139889466089e-02 4.607091627996020428e-03
6.670109999999999928e-02 2.671331504189286221e+00 7.321675831794567657e-02 4.713972016163899513e-03
6.719540000000000235e-02 2.601577142012022836e+00 6.453549647360104502e-02 4.821413316701644164e-03
6.732009999999999383e-02 2.610936415715543468e+00 6.280845730307242636e-02 4.848485238842002200e-03
6.768849999999999867e-02 2.655364867457610245e+00 5.801016915295112431e-02 4.929444357185314152e-03
6.817760000000000487e-02 2.629189111302539850e+00 5.289777043846516369e-02 5.035687378705459849e-03
6.866200000000000081e-02 2.600980427838305964e+00 4.731787494791651200e-02 5.139623997654928569e-03
6.915440000000000476e-02 2.593929930363729319e+00 4.363415265135025395e-02 5.244061927327643875e-03
6.964940000000000020e-02 2.587979643431328469e+00 4.228029412002298759e-02 5.347909759351929075e-03
7.011620000000000352e-02 2.595149054148888190e+00 4.316473994114729956e-02 5.444870000000000092e-03
7.289769999999999583e-02 2.501257701549881585e+00 4.108475400009707623e-02 5.498280000000000355e-03
7.569760000000000377e-02 2.396985752734279274e+00 3.899386198852321933e-02 5.543949999999999746e-03
7.853499999999999370e-02 2.305632540184411550e+00 3.742338783311850020e-02 5.591419999999999724e-03
8.132240000000000302e-02 2.242754086310821293e+00 3.675762180069788027e-02 5.654099999999999578e-03
8.411380000000000245e-02 2.144420988625821423e+00 3.475229286968678499e-02 5.708089999999999865e-03
8.693059999999999676e-02 2.116154436750450341e+00 3.484519276132909404e-02 5.755399999999999926e-03
8.969009999999999483e-02 2.062427167507153936e+00 3.392759564590797083e-02 5.818659999999999805e-03
9.246010000000000340e-02 2.081026975054749872e+00 3.372335468882881743e-02 5.880550000000000013e-03
9.525210000000000621e-02 1.992043354191383120e+00 3.221712720341793346e-02 5.935270000000000302e-03
9.806209999999999927e-02 1.969725568056181153e+00 3.120484556663244771e-02 5.992189999999999669e-03
1.008570000000000022e-01 1.997793827740213635e+00 3.178792375526471453e-02 6.062650000000000157e-03
1.036509999999999931e-01 1.961962428765260169e+00 3.066112837798096874e-02 6.124830000000000378e-03
1.064760000000000012e-01 1.937820354469739437e+00 3.030906059225861246e-02 6.180760000000000420e-03
1.092749999999999971e-01 1.931574150442561644e+00 3.005564317172739960e-02 6.253169999999999736e-03
1.120529999999999998e-01 1.928104037094129364e+00 2.943558348941040931e-02 6.322079999999999887e-03
1.148269999999999985e-01 1.906044030807668044e+00 2.935934014184057514e-02 6.383699999999999965e-03
1.176240000000000063e-01 1.918129939869778866e+00 2.890574675415265651e-02 6.448950000000000168e-03
1.204100000000000031e-01 1.886036348701565002e+00 2.850817091051800409e-02 6.524979999999999669e-03
1.232110000000000011e-01 1.874495743165636608e+00 2.778440441213073098e-02 6.593759999999999726e-03
1.260120000000000129e-01 1.880156985228364386e+00 2.793114063372157535e-02 6.655949999999999887e-03
1.287889999999999868e-01 1.858830660049857197e+00 2.707729445781593275e-02 6.734470000000000213e-03
1.315910000000000135e-01 1.901433737359036868e+00 2.738811746773978095e-02 6.809499999999999581e-03
1.343860000000000054e-01 1.879730657016985607e+00 2.680384952595947848e-02 6.877470000000000111e-03
1.371829999999999994e-01 1.860992044935451784e+00 2.636116220879520730e-02 6.949849999999999604e-03
1.400029999999999886e-01 1.873732318228981342e+00 2.614829554139281795e-02 7.031289999999999936e-03
1.428210000000000035e-01 1.852108554763465698e+00 2.569162862473914691e-02 7.105430000000000253e-03
1.456119999999999914e-01 1.863787964833331534e+00 2.580921589420315937e-02 7.172630000000000151e-03
1.483849999999999891e-01 1.876895078680838047e+00 2.580406029722834629e-02 7.256989999999999622e-03
1.511850000000000138e-01 1.908314476398499382e+00 2.552288196990967761e-02 7.348979999999999749e-03
1.539999999999999980e-01 1.863034454506243609e+00 2.473239014913683476e-02 7.485819999999999801e-03
1.567939999999999889e-01 1.852058981715630992e+00 2.476064678640264166e-02 7.621600000000000076e-03
1.596059999999999979e-01 1.827262543188691524e+00 2.412581433583090018e-02 7.758290000000000151e-03
1.624069999999999958e-01 1.804558087280378587e+00 2.407891823257923142e-02 7.704410000000000078e-03
1.651980000000000115e-01 1.826707325052942643e+00 2.401457241648973298e-02 7.836849999999999372e-03
1.679859999999999964e-01 1.847528005143535212e+00 2.433362455235415014e-02 7.685499999999999624e-03
1.707490000000000119e-01 1.828333321021922142e+00 2.373279921259704300e-02 7.811870000000000272e-03
1.735530000000000128e-01 1.877608930569658385e+00 2.386506010422014337e-02 7.940189999999999748e-03
1.763639999999999930e-01 1.837385359556546582e+00 2.325154406421733877e-02 8.068769999999999415e-03
1.791560000000000097e-01 1.837425017994814391e+00 2.326453220275004341e-02 8.196530000000000482e-03
1.819769999999999999e-01 1.822781139664430672e+00 2.259906360861643065e-02 8.325549999999999271e-03
1.847840000000000038e-01 1.848658270634167433e+00 2.290780455053122167e-02 8.453989999999999769e-03
1.875539999999999985e-01 1.860922642668483284e+00 2.289303178227646701e-02 8.580720000000000014e-03
1.903449999999999864e-01 1.853080186501026683e+00 2.242506221071647807e-02 8.708419999999999703e-03
1.931400000000000061e-01 1.838535454266312597e+00 2.238510633416167239e-02 8.836309999999999998e-03
1.959259999999999891e-01 1.848668185243734330e+00 2.199486730160656045e-02 8.670169999999999613e-03
1.987200000000000077e-01 1.864045744682072403e+00 2.195580373991277978e-02 8.793810000000000862e-03
2.015109999999999957e-01 1.847855187259244580e+00 2.157230664186319744e-02 8.710219999999999421e-03
2.043089999999999906e-01 1.856143800857213977e+00 2.175661923371277964e-02 8.831169999999999298e-03
2.071050000000000113e-01 1.857303810176546888e+00 2.161950018340187338e-02 8.952009999999999829e-03
2.099159999999999915e-01 1.836304667113749067e+00 2.109204295444018842e-02 9.073509999999999909e-03
2.127330000000000054e-01 1.833409601120199905e+00 2.101679106782704601e-02 9.195300000000000001e-03
2.155269999999999964e-01 1.838000065349697509e+00 2.106715728442714805e-02 9.316049999999999331e-03
2.183219999999999883e-01 1.839368281469936361e+00 2.080243720898961035e-02 9.436860000000000040e-03
2.211150000000000060e-01 1.849669560809996227e+00 2.108956430204845384e-02 9.557609999999999370e-03
2.238950000000000107e-01 1.831248216234605319e+00 2.067354728461927652e-02 9.677760000000000529e-03
2.266759999999999886e-01 1.853090101110593801e+00 2.047832862224605033e-02 9.797949999999999715e-03
2.294819999999999915e-01 1.837672883233987919e+00 2.016651415136550343e-02 9.919249999999999248e-03
2.323139999999999927e-01 1.829126489787278098e+00 2.021539317653056611e-02 1.004170000000000063e-02
2.351179999999999937e-01 1.831565483740747569e+00 2.029808102031891576e-02 9.852470000000000325e-03
2.378909999999999914e-01 1.854359171135163242e+00 2.020934526469472456e-02 9.968670000000000656e-03
2.406739999999999990e-01 1.819301111706431717e+00 1.973899618683866430e-02 1.008530000000000017e-02
2.434679999999999900e-01 1.803864064610692042e+00 1.965026043121447311e-02 1.013690000000000077e-02
2.462679999999999869e-01 1.819033417248123952e+00 1.951333967309491074e-02 1.025350000000000046e-02
2.490650000000000086e-01 1.825230048227467261e+00 1.948111719200232295e-02 1.036989999999999960e-02
2.518690000000000095e-01 1.830702912708422891e+00 1.944572203584831599e-02 1.048669999999999984e-02
2.546740000000000115e-01 1.850512302623186889e+00 1.947219404339206941e-02 1.060340000000000067e-02
2.574620000000000242e-01 1.859524682719543520e+00 1.935649054974577718e-02 1.064979999999999920e-02
2.602619999999999933e-01 1.847637065848771742e+00 1.903416659272426370e-02 1.076560000000000017e-02
2.630549999999999833e-01 1.872919320244491370e+00 1.917525148686195086e-02 1.088109999999999945e-02
2.658490000000000020e-01 1.858414246448045315e+00 1.875923446943277353e-02 1.099669999999999988e-02
2.686629999999999852e-01 1.875169936616188915e+00 1.886611396056447898e-02 1.089200000000000064e-02
2.714750000000000218e-01 1.841410691040727743e+00 1.858870318488124729e-02 1.100600000000000016e-02
2.742629999999999790e-01 1.864531560550852785e+00 1.883171026536716725e-02 1.111900000000000041e-02
2.770509999999999917e-01 1.892173492023506487e+00 1.880553569611042447e-02 1.123200000000000066e-02
2.798359999999999737e-01 1.859891523273520697e+00 1.854716097079573203e-02 1.134489999999999978e-02
2.826270000000000171e-01 1.855003620757014859e+00 1.842402151997422910e-02 1.145799999999999944e-02
2.854369999999999963e-01 1.860853240401514785e+00 1.832328908677402501e-02 1.157200000000000069e-02
2.882310000000000150e-01 1.885600105880619326e+00 1.842104713710414343e-02 1.168519999999999975e-02
2.910300000000000109e-01 1.883696500843765165e+00 1.808186834381881811e-02 1.147150000000000079e-02
2.938149999999999928e-01 1.876389433592923650e+00 1.816049119768472359e-02 1.158129999999999923e-02
2.966130000000000155e-01 1.853645319246342904e+00 1.776807095102488424e-02 1.169159999999999991e-02
2.994339999999999780e-01 1.866256702615501917e+00 1.794782282247367119e-02 1.180269999999999930e-02
3.022320000000000007e-01 1.863153429821046814e+00 1.771502778984170717e-02 1.191299999999999998e-02
3.050109999999999766e-01 1.860555802114506108e+00 1.774705197874295107e-02 1.202259999999999961e-02
3.077920000000000100e-01 1.884360779684750575e+00 1.774536649511657127e-02 1.213219999999999923e-02
3.106030000000000180e-01 1.884717705629160633e+00 1.752853398388739756e-02 1.224300000000000041e-02
3.134149999999999991e-01 1.907650197557513749e+00 1.784153820791597664e-02 1.235379999999999985e-02
3.162070000000000158e-01 1.892282552728742795e+00 1.747777118290461812e-02 1.246389999999999998e-02
3.189890000000000225e-01 1.894047353231659736e+00 1.739042347261979607e-02 1.257360000000000075e-02
3.217920000000000225e-01 1.888604232579404796e+00 1.712381962136454161e-02 1.268400000000000083e-02
3.245959999999999956e-01 1.877886539637533048e+00 1.735126076483035212e-02 1.279459999999999972e-02
3.273889999999999856e-01 1.892609734844452385e+00 1.727511656335618123e-02 1.290469999999999985e-02
3.301850000000000063e-01 1.892639478673153075e+00 1.717924228884378651e-02 1.301479999999999998e-02
3.329940000000000122e-01 1.930483543390197010e+00 1.735651550790083542e-02 1.312559999999999942e-02
3.357939999999999814e-01 1.859157842165566343e+00 1.678662374999260673e-02 1.323590000000000010e-02
3.385750000000000148e-01 1.912716563046224616e+00 1.705521052316125510e-02 1.334560000000000086e-02
3.413570000000000215e-01 2.034993442835406174e+00 1.831882751246889651e-02 1.345520000000000049e-02
3.441690000000000027e-01 1.984984152179715355e+00 1.905617702596289209e-02 1.356609999999999934e-02
3.469579999999999886e-01 1.992340792478391798e+00 2.002453694236679474e-02 1.367600000000000066e-02
3.497379999999999933e-01 1.971797721455673447e+00 2.048229446607282775e-02 1.378560000000000028e-02
3.525499999999999745e-01 1.966146394002512565e+00 2.076704205283560339e-02 1.389639999999999972e-02
3.553589999999999804e-01 1.953336718442014508e+00 2.153978672248360246e-02 1.400719999999999917e-02
3.581619999999999804e-01 1.981256258982542873e+00 2.228407646267446113e-02 1.411759999999999925e-02
3.609490000000000198e-01 1.952722012648863803e+00 2.258171304187427120e-02 1.422750000000000056e-02
3.637460000000000138e-01 1.964282447403926213e+00 2.293130217520488942e-02 1.433770000000000010e-02
3.665459999999999829e-01 1.950907639098112156e+00 2.360916403129718899e-02 1.444810000000000018e-02
3.693089999999999984e-01 1.956301186702532169e+00 2.398988503866802957e-02 1.455700000000000049e-02
3.721200000000000063e-01 1.979422056212657210e+00 2.471127203075923484e-02 1.466779999999999994e-02
3.749489999999999768e-01 1.955498103327609316e+00 2.525211398263629836e-02 1.477930000000000042e-02
3.777380000000000182e-01 1.952355172094886626e+00 2.589933969516672665e-02 1.488920000000000000e-02
3.805310000000000081e-01 1.981950281652229195e+00 2.647289985861472558e-02 1.499930000000000013e-02
3.833449999999999913e-01 1.949817032045747522e+00 2.685005160654146267e-02 1.511030000000000012e-02
3.861209999999999920e-01 1.957520683679266904e+00 2.792608418284243249e-02 1.488579999999999938e-02
3.888940000000000174e-01 1.973622009615992212e+00 2.809909411978569332e-02 1.499269999999999943e-02
3.917180000000000106e-01 1.998239985170726207e+00 2.893935728058461346e-02 1.510150000000000034e-02
3.945020000000000193e-01 1.948637193507280596e+00 2.973817737339369202e-02 1.520889999999999916e-02
3.973050000000000193e-01 1.988721959986455401e+00 2.974154834064645161e-02 1.531689999999999961e-02
4.001129999999999964e-01 1.971956355208744682e+00 3.122933465226281416e-02 1.542520000000000002e-02
4.028760000000000119e-01 1.996881683660054252e+00 3.248383020076886507e-02 1.529499999999999957e-02
4.056910000000000238e-01 1.965581261257196566e+00 3.208308168207279348e-02 1.540189999999999962e-02
4.084860000000000158e-01 2.025068918658890382e+00 3.472919182939579463e-02 1.550799999999999922e-02
4.112709999999999977e-01 1.982217976110536739e+00 3.463817571357120234e-02 1.561369999999999945e-02
4.140940000000000176e-01 1.990457016660671430e+00 3.621132681355899302e-02 1.572089999999999946e-02
4.168919999999999848e-01 1.984230641852627652e+00 3.731997845533522457e-02 1.582710000000000020e-02
4.197040000000000215e-01 1.964510483423965947e+00 3.755842481542034927e-02 1.593390000000000084e-02
4.224669999999999814e-01 1.990496675098939017e+00 4.102833987166114305e-02 1.603879999999999889e-02
4.252400000000000069e-01 1.976269210370367402e+00 4.075985224458816142e-02 1.614399999999999863e-02
4.280570000000000208e-01 1.945851188218967964e+00 4.311407628626019034e-02 1.625100000000000156e-02
4.308429999999999760e-01 2.083684090418692403e+00 4.516649961271429481e-02 1.635680000000000120e-02
4.336240000000000094e-01 2.104901354891963283e+00 4.902060578967436244e-02 1.646229999999999916e-02
4.364339999999999886e-01 2.048199702778582321e+00 4.881160582000307335e-02 1.656900000000000039e-02
4.392240000000000033e-01 1.998626654943837178e+00 5.475531510929330242e-02 1.667489999999999944e-02
4.420209999999999972e-01 2.035915501525132676e+00 5.638567350648238802e-02 1.678110000000000018e-02
4.447829999999999839e-01 2.135924168226946307e+00 6.735787447593778732e-02 1.688600000000000170e-02
4.476109999999999811e-01 2.112039873780166221e+00 6.758719939522131459e-02 1.699329999999999938e-02
4.504790000000000183e-01 2.459765060512200119e+00 9.709793562514919263e-02 1.710220000000000143e-02
4.531580000000000052e-01 2.671511377033528589e+00 1.223363674465831052e-01 1.720390000000000114e-02
4.560960000000000014e-01 2.765293668927298665e+00 1.674022337721928488e-01 1.731550000000000103e-02
4.588010000000000144e-01 3.302655592846365007e+00 6.519282118480314026e-01 1.741819999999999827e-02
4.613780000000000103e-01 3.205373443775461961e+00 1.833845843941145803e+00 1.751600000000000032e-02
4.639789999999999748e-01 9.600980722517654442e+00 1.388848422747776112e+01 1.761470000000000050e-02
